country,alpha_2_code,alpha_3_code,numeric_code,indicator,time_period,obs_value,sex,unit_multiplier,unit_of_measure,observation_status,observation_confidentaility,time_period_activity_related_to_when_the_data_are_collected,current_age
New Zealand,NZ,NZL,554,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2017,90,Total,Units,%,Estimated value,Free,,Total
New Zealand,NZ,NZL,554,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2018,90,Total,Units,%,Estimated value,Free,,Total
New Zealand,NZ,NZL,554,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2019,90,Total,Units,%,Estimated value,Free,,Total
New Zealand,NZ,NZL,554,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2020,91,Total,Units,%,Estimated value,Free,,Total
New Zealand,NZ,NZL,554,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2021,82,Total,Units,%,Estimated value,Free,,Total
New Zealand,NZ,NZL,554,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2022,83,Total,Units,%,Estimated value,Free,,Total
Nicaragua,NI,NIC,558,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2017,84,Total,Units,%,Estimated value,Free,,Total
Nicaragua,NI,NIC,558,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2018,95,Total,Units,%,Estimated value,Free,,Total
Nicaragua,NI,NIC,558,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2019,99,Total,Units,%,Estimated value,Free,,Total
Nicaragua,NI,NIC,558,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2020,98,Total,Units,%,Estimated value,Free,,Total
Nicaragua,NI,NIC,558,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2021,83,Total,Units,%,Estimated value,Free,,Total
Nicaragua,NI,NIC,558,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2022,99,Total,Units,%,Estimated value,Free,,Total
Niger,NE,NER,562,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2014,3,Total,Units,%,Estimated value,Free,,Total
Niger,NE,NER,562,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2015,16,Total,Units,%,Estimated value,Free,,Total
Niger,NE,NER,562,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2016,31,Total,Units,%,Estimated value,Free,,Total
Niger,NE,NER,562,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2017,46,Total,Units,%,Estimated value,Free,,Total
Niger,NE,NER,562,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2018,48,Total,Units,%,Estimated value,Free,,Total
Niger,NE,NER,562,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2019,58,Total,Units,%,Estimated value,Free,,Total
Niger,NE,NER,562,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2020,60,Total,Units,%,Estimated value,Free,,Total
Niger,NE,NER,562,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2021,66,Total,Units,%,Estimated value,Free,,Total
Niger,NE,NER,562,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2022,42,Total,Units,%,Estimated value,Free,,Total
Nigeria,NG,NGA,566,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2019,9,Total,Units,%,Estimated value,Free,,Total
Nigeria,NG,NGA,566,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2020,38,Total,Units,%,Estimated value,Free,,Total
Nigeria,NG,NGA,566,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2021,38,Total,Units,%,Estimated value,Free,,Total
Nigeria,NG,NGA,566,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2022,38,Total,Units,%,Estimated value,Free,,Total
Niue,NU,NIU,570,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2000,99,Total,Units,%,Estimated value,Free,,Total
Niue,NU,NIU,570,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2001,99,Total,Units,%,Estimated value,Free,,Total
Niue,NU,NIU,570,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2002,90,Total,Units,%,Estimated value,Free,,Total
Niue,NU,NIU,570,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2003,86,Total,Units,%,Estimated value,Free,,Total
Niue,NU,NIU,570,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2004,99,Total,Units,%,Estimated value,Free,,Total
Niue,NU,NIU,570,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2005,70,Total,Units,%,Estimated value,Free,,Total
Niue,NU,NIU,570,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2006,99,Total,Units,%,Estimated value,Free,,Total
Niue,NU,NIU,570,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2007,99,Total,Units,%,Estimated value,Free,,Total
Niue,NU,NIU,570,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2008,99,Total,Units,%,Estimated value,Free,,Total
Niue,NU,NIU,570,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2009,99,Total,Units,%,Estimated value,Free,,Total
Niue,NU,NIU,570,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2010,99,Total,Units,%,Estimated value,Free,,Total
Niue,NU,NIU,570,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2011,98,Total,Units,%,Estimated value,Free,,Total
Niue,NU,NIU,570,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2012,98,Total,Units,%,Estimated value,Free,,Total
Niue,NU,NIU,570,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2013,99,Total,Units,%,Estimated value,Free,,Total
Niue,NU,NIU,570,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2014,99,Total,Units,%,Estimated value,Free,,Total
Niue,NU,NIU,570,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2015,99,Total,Units,%,Estimated value,Free,,Total
Niue,NU,NIU,570,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2016,99,Total,Units,%,Estimated value,Free,,Total
Niue,NU,NIU,570,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2017,99,Total,Units,%,Estimated value,Free,,Total
Niue,NU,NIU,570,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2018,99,Total,Units,%,Estimated value,Free,,Total
Niue,NU,NIU,570,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2019,99,Total,Units,%,Estimated value,Free,,Total
Niue,NU,NIU,570,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2020,99,Total,Units,%,Estimated value,Free,,Total
Niue,NU,NIU,570,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2021,99,Total,Units,%,Estimated value,Free,,Total
Niue,NU,NIU,570,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2022,99,Total,Units,%,Estimated value,Free,,Total
"Macedonia, the former Yugoslav Republic of",MK,MKD,807,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2000,95,Total,Units,%,Estimated value,Free,,Total
"Macedonia, the former Yugoslav Republic of",MK,MKD,807,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2001,94,Total,Units,%,Estimated value,Free,,Total
"Macedonia, the former Yugoslav Republic of",MK,MKD,807,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2002,95,Total,Units,%,Estimated value,Free,,Total
